Date,Close_AAPL,Close_MSFT,High_AAPL,High_MSFT,Low_AAPL,Low_MSFT,Open_AAPL,Open_MSFT,Volume_AAPL,Volume_MSFT
2023-03-02,144.2640838623047,246.7257843017578,145.05506257830933,247.01071449485826,142.2767477639267,241.32181070309053,142.751344045528,242.24540131691637,52238100,24808200
2023-03-03,149.3262939453125,250.83277893066406,149.4053933099208,251.15701912226012,145.66803508048022,247.00087665249143,146.3700174255545,247.78691211765954,70732300,30760100
2023-03-06,152.0947265625,252.38519287109375,154.53686499973716,255.57844974197445,151.72890516544965,251.51073235845544,152.05516933291133,251.9528726190246,87558000,24109800
2023-03-07,149.8898468017578,249.71267700195312,152.29242737720674,253.19087897555727,149.42514753967646,248.96595157458177,151.96614820893737,251.8251332062513,56182000,21473200
2023-03-08,151.14553833007812,249.27053833007812,151.7387760380252,250.09586880646756,150.11727673451966,246.43099669705938,151.08621757661572,249.6045985239911,47204800,17340200
2023-03-09,148.89125061035156,247.91465759277344,152.79668921738386,255.02824211967837,148.53531102339875,247.18757213332034,151.82774843104707,251.35354977883682,53833600,26653400
2023-03-10,146.8248291015625,244.24977111816406,149.23730682187812,248.3764387573187,145.94486944980744,243.27706549156017,148.51554589298388,246.69630267915912,68572400,28333900
2023-03-13,148.7726287841797,249.4866943359375,151.41250811707283,253.40703652265023,146.03387146368914,241.43968484300973,146.1426312153812,243.08052576031324,84457100,33339700
2023-03-14,150.86868286132812,256.2367858886719,151.66954312555754,256.51189607276245,148.40678132116508,251.39285266205692,149.57346291926225,252.2673132455693,73695900,33620300
2023-03-15,151.26419067382812,260.8055419921875,151.5212522938301,261.82739246589193,148.2288147892157,254.68430413443372,149.48449268664993,255.4408794785609,77167900,46028000
2023-03-16,154.09190368652344,271.37774658203125,154.6950230424289,271.73144683254515,149.92938893729746,258.68330786057317,150.4435271800346,260.5796041680503,76161100,54768800
2023-03-17,153.2515106201172,274.55133056640625,154.97188784795392,278.38323315935025,152.53963142836827,271.49564349381546,154.31932940774055,273.4017747809038,98944600,69527400
2023-03-20,155.62445068359375,267.47698974609375,156.0397261696518,272.63532695909674,152.4111121554213,265.1385387453051,153.32074741504434,272.14405674833455,73641400,43466600
2023-03-21,157.4832305908203,268.99993896484375,157.60187209543255,270.1986395834771,154.77413390443738,264.81430680744666,155.5453489444009,270.080739520129,73938300,34558700
2023-03-22,156.04959106445312,267.5360107421875,160.31096943804832,276.1332417111231,156.029812451383,267.4279156750732,157.50300984854792,268.62661650670384,75701800,34873300
2023-03-23,157.1371612548828,272.8122253417969,159.72761624709545,276.15285736950943,155.9012620500719,270.39518387262524,157.03829837049406,273.0873355091436,67622100,36610900
2023-03-24,158.44229125976562,275.67144775390625,158.53127238912836,275.73039779634655,156.06937062345713,270.4737991238302,157.06797183296018,272.3995704746585,59196500,28172000
2023-03-27,156.49452209472656,271.5545654296875,158.9564390941657,276.54585829331256,156.0891434767474,270.70956495396155,158.13580009435265,275.60262774915475,52390300,26840200
2023-03-28,155.87159729003906,270.4246826171875,156.70213299816345,271.31879823570057,154.22043780927265,267.30018046098104,156.1879947191645,270.9749030001552,45992200,21878600
2023-03-29,158.9564208984375,275.6124572753906,159.23326112130354,276.2314626149595,157.5524411719995,273.5491161384135,157.57220469744664,274.0895014430885,51305700,25087000
2023-03-30,160.5284881591797,279.090576171875,160.6372479005565,279.49342131606875,159.45078759523014,276.5654702449687,159.70784921727477,279.26745622439444,49501700,25053400
2023-03-31,163.03982543945312,283.2664794921875,163.1387034155815,284.2195451964046,160.08356404514288,278.0590256349784,160.60758412796915,278.77629115992977,68749800,32766000
2023-04-03,164.29551696777344,282.2151794433594,164.41415847965385,283.23700019459676,162.36751696640553,278.99244710806266,162.41695595857647,281.5175539489557,56976200,24883300
2023-04-04,163.7615966796875,282.1660461425781,164.95793868784338,285.3789735939118,163.24745837486338,280.68242999575364,164.72065569074036,282.2151911710679,46278300,25824300
2023-04-05,161.9126739501953,279.3755798339844,163.18813034939654,282.1365164147506,159.97479248917713,277.98038902724386,162.88162976736427,280.8592256779027,51511700,22064800
2023-04-06,162.8025360107422,286.5088195800781,163.09915484076092,286.9804198360611,160.17253885078875,277.1058996745783,160.5976809407093,278.2652902835456,45390100,29770300
2023-04-10,160.20220947265625,284.33740234375,160.20220947265625,284.54372744768915,158.27420958419825,279.7390901341014,159.59909001148102,284.1605222699036,47716900,23103000
2023-04-11,158.986083984375,277.8919372558594,160.52848384854775,280.98696405070535,158.6993469072352,276.72274155917825,160.5186020856557,280.76096892424965,47644200,27276600
2023-04-12,158.2939910888672,278.54046630859375,160.23187277591592,281.9990289225299,157.9775936210526,277.0371801675748,159.40135205289505,279.8177872684275,50133100,27403400
2023-04-13,163.69239807128906,284.779541015625,163.92969618258195,284.83849104810594,159.59909994312628,278.22601253185434,159.80673767634033,278.6386627592207,68445600,24222700
2023-04-14,163.34634399414062,281.1441955566406,164.44382316709542,283.443337075977,161.9720245871667,278.7369589738927,162.73332768738865,281.9891661216718,49386500,20987900
2023-04-17,163.3660888671875,283.7576904296875,163.52428757903846,286.50882187894223,162.1796287016244,281.1637990466979,163.2276687659828,284.8679660158174,41516200,23836200
2023-04-18,164.5921173095703,283.3352355957031,165.52151594579726,286.66606271139386,163.78136017187086,281.99899473668074,164.22629596467013,286.47937759362446,49923000,20161800
2023-04-19,165.73902893066406,283.413818359375,166.26304897753164,284.003318669782,163.67259403000486,279.5720814178553,163.92967071563345,280.99674714768076,47720200,17150300
2023-04-20,164.77008056640625,281.1146545410156,165.9763194310247,283.9836860604295,163.69238005042013,280.1026390020825,164.21640012100644,280.26968408422516,52456400,23244400
2023-04-21,163.15847778320312,280.7708435058594,164.5723392677561,281.2719188794291,162.63445771401044,278.1179715890854,163.18813815793777,280.03393797172913,58337300,21676400
2023-04-24,163.46498107910156,276.8504638671875,163.73193954278202,279.974965874203,162.04122272168698,273.85372692501556,163.13870186497232,277.16488406665934,41949600,26611000
2023-04-25,161.9225616455078,270.6113586425781,164.43390199308925,276.6834526548498,161.88300442555024,270.56221361928937,163.3265412208214,274.6299462973571,48714100,45772200
2023-04-26,161.9126739501953,290.2130126953125,163.41553157370114,294.3396952159119,160.96351183078312,287.6191210991788,161.2205734284031,291.5198084868981,45498800,64599200
2023-04-27,166.51023864746094,299.50787353515625,166.65854052357386,299.87143878760514,163.32656095584278,290.0951466606812,163.32656095584278,290.8025771762299,64902300,46462600
2023-04-28,167.7659149169922,301.8954162597656,167.9340105056485,303.53624217197233,165.98623191391812,298.0143691284371,166.58935140303254,298.70215950112447,55275900,36469600
2023-05-01,167.67689514160156,300.22509765625,168.52719430592447,303.21202941946285,166.73761486496383,299.82225241970167,167.37039458585585,301.6104834742064,52472900,21294100
2023-05-02,166.63876342773438,300.0777282714844,168.42835824019505,303.7818955393081,165.65004401355455,298.60391737135024,168.17128153704527,302.3867046786464,48425700,26404400
2023-05-03,165.56105041503906,299.08538818359375,168.9919077307227,303.22187620540313,165.27432844465707,298.78080296018044,167.58792807875122,301.2666297741827,65136000,22360800
2023-05-04,163.91976928710938,300.0777282714844,165.1556684360722,302.3867046786464,162.45646891900202,298.1028120701816,163.02992793451995,300.8932237762644,81235400,22519900
2023-05-05,171.61203002929688,305.22625732421875,172.33379095243657,306.52321822274723,168.8337158986843,298.95764296609326,169.05123536921852,300.38233895103525,113453200,28197100
2023-05-08,171.54281616210938,303.2611389160156,171.88887398730245,304.7840947802389,170.1684967974759,300.7458374723301,170.53431814830344,304.71530974445443,55962800,21318600
2023-05-09,169.8323516845703,301.63995361328125,171.58237432630546,304.62688532818095,169.6642711810136,300.9619982242948,171.09791142977792,302.62249417879684,45326900,21340800
2023-05-10,171.60214233398438,306.8572692871094,172.06684167430913,307.53522473722796,169.96086445482297,302.29829624410297,171.06824047843108,303.23169187465317,53724500,30078000
2023-05-11,171.78997802734375,304.6956787109375,172.62049861686478,305.68805440207467,170.22779972610607,300.9129210456276,171.88885599180736,304.6858736936846,49514700,31680200
2023-05-12,170.8592987060547,303.5755920410156,172.33451847611525,305.2262531704453,169.3048550658258,301.24697545043415,171.8988778353498,305.12799310648273,45533100,19774700
2023-05-15,170.36427307128906,304.05706787109375,171.49297161869612,304.48938822229985,169.77021484316816,302.2197213708505,171.44346424843133,303.7033675754336,37266700,16336500
2023-05-16,170.36427307128906,306.2972106933594,171.42365827881974,308.23281696097433,170.09694535788182,304.4205544655897,170.28506430037106,304.4205544655897,42110300,26730300
2023-05-17,170.97811889648438,309.1922302246094,171.21573009717264,309.6156391239885,168.7306172756303,305.98213567050874,170.00783790944186,307.50842107919334,57951600,24315000
2023-05-18,173.3147430419922,313.6429748535156,173.50286200077872,314.1550321133072,170.86922679282654,308.91648200354047,171.28506154552485,309.71407729634495,65496700,27276000
2023-05-19,173.42364501953125,313.4656982421875,174.64144781679403,313.8694240878351,173.20582466782196,311.52586091326384,174.64144781679403,311.89019080925425,55809500,27546700
2023-05-22,172.47317504882812,316.26226806640625,172.978129154019,317.65068255774975,171.73060970122336,313.1408221240689,172.25535467159494,313.72178477500375,43570900,24115700
2023-05-23,169.85931396484375,310.4328918457031,171.66127945739515,317.7786593037001,169.5820908286863,310.4230353450579,171.41375772100255,315.129844956525,50747300,30797200
2023-05-24,170.1365509033203,309.04449462890625,170.71080319124064,311.6539131682788,168.82964388505917,307.82346044326306,169.393985633902,309.9110253250696,45143500,23384900
2023-05-25,171.275146484375,320.9296875,172.1761141248664,321.89466299286516,169.98803043113716,315.10031838769214,170.70089424192957,318.29069949526894,56058300,43301700
2023-05-26,173.69094848632812,327.7929992675781,174.0275895351184,328.29517001444793,171.39395459047836,318.9209454523759,171.60187949980389,319.058786228864,54835000,36630600
2023-05-30,175.5424346923828,326.138671875,177.21568420222022,330.59930960813324,174.81967538543662,325.45923440138364,175.20580872558915,330.0971389039491,55964400,29503100
2023-05-31,175.49293518066406,323.36187744140625,177.5721240946458,330.79626374577583,175.00778707206032,322.3180799641337,175.57214396008078,327.2021566585661,99625300,45950600
2023-06-01,178.30477905273438,327.4876708984375,178.3344804566055,328.4231369444022,175.17610024638307,319.7480341193022,175.93847152997847,320.9394987276046,68901800,26773900
2023-06-02,179.15621948242188,330.2645263671875,179.97799341291704,332.3323782865881,177.48297022337377,327.45815805159447,179.2354282464183,329.13214056975426,61996900,25873800
2023-06-05,177.7998046875,330.7962646484375,183.11656642752385,333.37614376930503,176.2750624238164,329.535864541666,180.81957270938136,330.08728771023425,121946500,21307100
2023-06-06,177.43348693847656,328.5708312988281,178.33445457100666,330.23495716570153,175.6711182885981,327.08397218930753,178.18594757320713,330.19556121403355,64848400,20396200
2023-06-07,176.05726623535156,318.4286193847656,179.41366034455214,329.36849582568857,175.56222276728346,317.5620885676009,176.67111530134713,326.57198367503776,61944600,40717100
2023-06-08,178.780029296875,320.27978515625,179.0473419280775,321.6386600689706,175.70085790805388,318.3990265502694,176.136483528079,318.97998914840355,50214900,23277700
2023-06-09,179.16615295410156,321.7863464355469,180.42355258623877,324.9373314399376,178.83942242611607,319.44278312053285,179.70079329510486,320.0138891984146,48900000,22529000
2023-06-12,181.9680633544922,326.76885986328125,182.0670780867689,327.01503196954405,179.17602617310777,320.1812918956647,179.4730552624109,323.5489094811682,54274900,24260300
2023-06-13,181.4928436279297,329.1715087890625,182.32451307330234,331.82032311090893,180.63147278147434,325.3312298625047,180.98790470199526,329.34874549714056,54929100,22951300
2023-06-14,182.12649536132812,332.1748046875,182.56213604593384,333.8487871057347,180.21563475820471,327.71416712277926,181.5522431050323,329.2207392790675,57462900,26003800
2023-06-15,184.1660919189453,342.7700500488281,184.67104599748652,344.48339830870674,181.95820196536692,332.0369521231739,182.136425495302,332.312663682813,65433200,38899100
2023-06-16,183.08688354492188,337.08837890625,185.1363708565112,346.088445630965,182.4433330473612,336.7142225430132,184.87893857146415,345.9407483756996,101256200,46552000
2023-06-20,183.1759796142578,332.8739318847656,184.2551858622496,336.842225295789,182.58193651385486,330.7174616885454,182.58193651385486,334.1146489977438,49799100,26375400
2023-06-21,182.13641357421875,328.45269775390625,183.57203672168455,332.55886207227235,180.77998409317422,326.9855214866997,183.0670826761933,331.21967006940366,49515700,25117800
2023-06-22,185.146240234375,334.5085144042969,185.19574759818892,334.9122402862619,181.84924922371533,328.23605360829237,181.91856255456008,329.0041094190213,51245300,23556800
2023-06-23,184.82940673828125,329.8903503417969,185.70068800461124,332.7853371103675,183.17596350424247,328.3444121418227,183.71061886586367,329.24045228657593,53117000,23146900
2023-06-26,183.43341064453125,323.5686340332031,186.18585111473345,330.96362393512885,183.39379870692287,323.460302676421,184.97794384564872,328.61023414140016,48088700,21520600
2023-06-27,186.19573974609375,329.447265625,186.52247023555708,331.0030603602188,183.82943266258093,324.2579375730142,184.04725298888982,326.77873793533746,50730800,24354100
2023-06-28,187.3739471435547,330.7076110839844,188.0174975900725,332.80500222166694,185.7403097900696,328.6988382978553,186.0670251747448,329.53582946293454,51216800,20259500
2023-06-29,187.71060180664062,329.91986083984375,188.18585447217086,330.96362821714007,187.06705126158826,327.527075062663,187.2056628454855,329.5850703650796,46347300,16997000
2023-06-30,192.04718017578125,335.3258056640625,192.5521191164762,337.482275725271,189.3640377084909,332.0369499207866,189.7303801784341,332.57851653603007,85213200,26832800
2023-07-03,190.55213928222656,332.8148498535156,191.9580609253223,335.68029693733763,189.85906633761323,331.41660903960724,191.85904618822673,333.9964880500449,31458200,12508700
2023-07-05,189.433349609375,332.9724426269531,191.06698713435688,336.4188527119141,188.7303811843197,329.60482445782264,189.6709759307026,329.95929792812643,46920300,18172400
2023-07-06,189.90855407714844,336.04461669921875,190.1164789605468,337.7382820361676,187.3244268243397,330.3629751576873,187.9580817966842,332.13540234854474,45094300,28161200
2023-07-07,188.78977966308594,332.056640625,190.7600582083635,336.5566740578288,188.35415407859097,331.84000796378285,189.51255404191053,334.1244923820167,46815000,21214800
2023-07-10,186.74032592773438,326.7491760253906,188.10665094106523,330.0971410096197,185.18588195082552,322.5741063466411,187.38387649073601,329.4767824384207,59922200,32791400
2023-07-11,186.21556091308594,327.3793640136719,187.4234682366511,327.76337687578695,184.75023641356677,321.9931170915051,187.28485666382537,325.99094971925894,46638100,26698200
2023-07-12,187.88880920410156,332.0369873046875,189.7996698114742,336.4188332721777,186.60169311695756,330.5304150423304,187.79968989475896,331.44616817134346,60750200,29995300
2023-07-13,188.6511688232422,337.413330078125,189.29473443261006,338.47678032587305,187.89870814797314,333.82904988511615,188.61157199087162,334.36079003414267,41342300,20567200
2023-07-14,188.79969787597656,339.953857421875,189.28483085110778,346.0490818076083,187.75020804300397,339.0381043039025,188.34425119556795,342.2678814702268,41616200,28352700
2023-07-17,192.06695556640625,340.43634033203125,192.3936860433753,341.67702731455745,189.90855835393603,336.96039139033553,189.99766254560217,340.3870878805487,50520200,20363900
2023-07-18,191.8095703125,353.98565673828125,192.40362861755497,361.1640442664553,190.51255862424458,336.9308748774754,191.43334748632677,340.5348083176435,48288200,64738600
2023-07-19,193.16598510742188,349.6431884765625,196.2649472303636,356.9101946041354,190.74025980403414,347.04362639492615,191.18581105243047,356.21107416498864,80507300,39732900
2023-07-20,191.2154998779297,341.55889892578125,194.52238670645607,352.4889474054873,190.5917402572243,340.0818661596131,193.1560618639693,348.1563239681224,59581200,33778400
2023-07-21,190.0373077392578,338.5063781738281,193.03727024392953,344.9363933202969,189.33433929774543,334.6267028122205,192.17589935868594,343.80400747725736,71951700,69405400
2023-07-24,190.83926391601562,339.8258361816406,192.9778554020486,341.6081500253585,190.34422042985216,337.06872038252897,191.4927249435582,340.5545261109339,45377800,26678100
2023-07-25,191.7006378173828,345.6059875488281,192.51251639930572,346.50205770801625,191.00757994716116,339.78647478990905,191.4135192381226,341.79521773437693,37283200,41637700
2023-07-26,192.57192993164062,332.59820556640625,193.70062855675883,339.3925798836245,191.40363447210132,328.00955380229783,191.75015587275632,336.21202538513404,47471900,58383700
2023-07-27,191.30459594726562,325.6561279296875,195.24513765991685,336.10365675838614,190.64123952357383,324.01168518519313,194.07684234558644,335.2666957123971,47460200,39635300
2023-07-28,193.88873291015625,333.1889953613281,194.68080550669023,334.80389869488613,192.21548351570434,328.0686339226428,192.74022840055838,328.5609781023416,48291400,28484900
2023-07-31,194.50257873535156,330.77655029296875,194.54219067365466,332.5292944945826,193.32437284504627,328.2557202684384,194.11644542830032,331.7612387219722,38824100,25446000
2023-08-01,193.67092895507812,331.1901550292969,194.77982161953312,333.3564819361362,193.3441984148306,328.59059279140047,194.29468863259882,330.05776916675796,35175100,18311900
2023-08-02,190.67095947265625,322.4854736328125,193.24517665133837,328.52161875649267,189.94820018063527,321.3629143538821,193.10656507331342,328.52161875649267,50389300,27761300
2023-08-03,189.27493286132812,321.6583557128906,190.46303425792703,324.82905395091615,188.79969532419432,320.9592352774214,189.67097673188036,321.0084576833229,61235200,18253700
2023-08-04,180.18594360351562,322.76123046875,185.52251207833032,330.00855424396565,180.11663025996506,322.22949020677027,183.68094960257173,326.7984597683666,115956800,23741500
2023-08-07,177.07705688476562,325.0555114746094,181.31462781819698,326.0401999902519,175.5919264611557,322.50517182513227,180.32454086912372,323.34216307349016,97576100,17741500
2023-08-08,178.01763916015625,321.0576171875,178.48298124186843,323.71628769208854,175.81964489133262,318.05432980850065,177.9087289898081,321.9536871716346,67823000,22327600
2023-08-09,176.42359924316406,317.2961730957031,179.13642786663587,322.101427535395,175.25528876502239,316.134217875359,179.07702506576103,321.4712425475284,60378500,22373300
2023-08-10,176.20578002929688,317.9854431152344,178.95822060931928,323.2338495332389,175.8394526832055,316.2622382780474,177.70080592181807,321.0281269074305,54686900,20113700
2023-08-11,176.2652587890625,316.0948486328125,177.0881424893324,317.47340645136524,175.03590276334816,314.32239139441043,175.7993034466227,315.356332296055,52036700,24355500
2023-08-14,177.92095947265625,319.0785217285156,178.14898275911253,319.09820468359845,175.78938877461678,315.17913299956973,176.44373225185288,316.4691027901668,43675600,18836100
2023-08-15,175.9281768798828,316.9318542480469,177.94076628789648,320.1124092027747,175.53161335110406,315.9865616184338,177.34592099472832,318.05441366158993,43622600,16966300
2023-08-16,175.0557403564453,316.16217041015625,177.00883168990967,320.129018488505,174.98633341606396,315.57010038655903,175.61093536777827,316.5568737212436,46964900,20698900
2023-08-17,172.50775146484375,312.6887512207031,175.9876437638565,317.6127407149827,171.9922068223475,312.02759981073376,175.62082177696578,316.30034537916515,66062900,21257200
2023-08-18,172.9935760498047,312.2939758300781,173.59834528388794,314.1688387831498,170.48527458580276,307.42916133771763,170.82235510894964,310.33027679368416,61172200,24755000
2023-08-21,174.33200073242188,317.62261962890625,174.61952217759173,318.5008322758043,172.25001931121287,312.8466400945614,173.56861510861043,313.7248527414595,46311900,24040000
2023-08-22,175.71006774902344,318.1949157714844,176.15620551446153,321.7670303653258,174.73847648439144,317.2081424532329,175.5415274877659,321.1947150908699,42038900,16084600
2023-08-23,179.5667266845703,322.6748962402344,179.99304691061286,324.84580972840274,176.80066012445005,319.1817100325212,176.98903312238062,319.5369641096459,52722800,21166400
2023-08-24,174.86737060546875,315.73785400390625,179.54689311295104,328.57578427329713,174.50053343712446,315.7279766344483,179.12057292485625,328.44749892606876,54945800,23281400
2023-08-25,177.07821655273438,318.7080383300781,177.6135787817926,321.05653339298726,174.31215063473297,314.58330321702437,175.8587694385985,317.21800107114086,51449600,21684100
2023-08-28,178.64468383789062,319.41851806640625,179.04124736642365,321.83609449836024,177.018749166219,317.46469615983295,178.54553539179292,321.3525852347555,43820700,14808500
2023-08-29,182.5409698486328,324.0661926269531,183.31427930675537,324.6286605824637,177.9605961154563,317.62256478776396,178.1588778766287,317.62256478776396,53003900,19284600
2023-08-30,186.0406951904297,324.441162109375,186.23899207960088,325.447659911419,183.15566303930453,322.1321164830898,183.35394480054703,324.32275414606715,60813900,15222100
2023-08-31,186.25881958007812,323.4248352050781,187.49809956371718,326.5331651614873,185.8721648302999,322.45778650386836,186.22907807070516,324.8457912046821,60794500,26411000
2023-09-01,187.83517456054688,324.3129577636719,188.2912210727348,327.59890002172364,186.66528651811905,322.4578189047863,187.86491606664922,326.92790131946913,45766500,14942000
2023-09-05,188.0731201171875,329.13818359375,188.350717612699,330.42100680175923,186.00104769428793,324.31287838153,186.66529992482816,324.64837765053704,45280000,18553900
2023-09-06,181.34136962890625,328.4770812988281,187.23043067946264,330.03616976955755,179.91371663144653,325.81278150242235,186.7842777718091,328.9704679193529,81755800,17535800
2023-09-07,176.0372314453125,325.54638671875,176.68166607969957,328.67444125152036,172.0517029915355,324.67802138664604,173.6776376395152,326.9081387064647,112488800,18381000
2023-09-08,176.65191650390625,329.8487243652344,178.69426259870855,331.7137404938382,176.26526175899272,325.10234685290214,176.82047189213844,325.7240188957701,65551300,19530100
2023-09-11,177.82179260253906,333.47021484375,178.75373349578624,333.9438769304571,175.8191120741523,330.9934039017012,178.52571023294755,332.77946139821074,58953100,16583300
2023-09-12,174.78807067871094,327.38177490234375,178.58522677149583,332.33539626234364,173.32076725641124,327.09563232037993,177.95071595688535,331.3782249333898,90370200,17565500
2023-09-13,172.71597290039062,331.6150207519531,175.77946927367296,332.3945800625575,172.48793449989455,326.7897151493459,174.99623588192003,326.9278477470877,84267900,16544400
