Date,Close,High,Low,Open,Volume,Simple_Returns,Log_Returns,SMA_20,SMA_50,Price_SMA_ratio,Volatility_20,SMA_diff,Return_1,Return_5,SMA_Crossover,Signal,Position,Strategy_Return,Market_Return,Cumulative_Strategy,Cumulative_Market,Trade_Entry,Trade_ID,Close_t-1,Return_t-1,Momentum_5,Target
2022-03-15,267.2966613769531,268.5233459472656,252.19000244140625,258.42333984375,66841200,0.046348355546253384,0.04530634609366675,279.29149627685547,306.75919677734373,0.9570526311763816,0.04197416303425556,-27.467700500488263,0.046348355546253384,-0.02730468249390372,0,0,0,0.0,0.046348355546253384,1.0,0.6683641875566635,False,0,255.4566650390625,-0.036436802368687404,0.9726953175060963,1
2022-03-16,280.07666015625,280.6666564941406,267.4200134277344,269.6666564941406,84028800,0.047812040425278646,0.046704219074345354,277.92149658203124,304.36219665527346,1.0077545767445975,0.04159981260423815,-26.440700073242226,0.047812040425278646,-0.021816851258275927,0,0,0,0.0,0.047812040425278646,1.0,0.7003200431109312,False,0,267.2966613769531,0.046348355546253384,0.9781831487417241,1
2022-03-17,290.5333251953125,291.6666564941406,275.239990234375,276.9966735839844,66582900,0.037335010469022656,0.03665493442277862,277.0583297729492,302.5089300537109,1.0486359512576509,0.042603225850088196,-25.450600280761705,0.037335010469022656,0.03972327330037961,0,0,0,0.0,0.037335010469022656,1.0,0.7264664992521442,False,0,280.07666015625,0.047812040425278646,1.0397232733003796,1
2022-03-18,301.7966613769531,302.6166687011719,289.1300048828125,291.4966735839844,100414200,0.03876779427650434,0.03803519751155836,277.5423294067383,301.29072998046877,1.0873896678105273,0.04189805449876818,-23.748400573730464,0.03876779427650434,0.13835415500458548,0,0,0,0.0,0.03876779427650434,1.0,0.7546300030439237,False,0,290.5333251953125,0.037335010469022656,1.1383541550045855,1
2022-03-21,307.0533447265625,314.2833251953125,302.36334228515625,304.99334716796875,81981600,0.017417963888751054,0.017268009913468576,278.61199645996095,300.3337969970703,1.1020822815527573,0.041609313840263534,-21.721800537109345,0.017417963888751054,0.2019782090226936,0,0,0,0.0,0.017417963888751054,1.0,0.7677741211863108,False,0,301.7966613769531,0.03876779427650434,1.2019782090226936,1
2022-03-22,331.32666015625,332.6199951171875,307.25,310.0,105868500,0.07905243778179138,0.0760832835953988,281.4861633300781,300.11393005371093,1.177061977883892,0.0433096423226003,-18.627766723632817,0.07905243778179138,0.23954657139918045,0,0,0,0.0,0.07905243778179138,1.0,0.8284685371318612,False,0,307.0533447265625,0.017417963888751054,1.2395465713991805,1
2022-03-23,333.03668212890625,346.8999938964844,325.4666748046875,326.64666748046875,120676200,0.005161136057840299,0.005147863044765912,285.40399780273435,299.7205303955078,1.1668956450956747,0.039009935689037066,-14.316532592773456,0.005161136057840299,0.1890911650514211,0,0,0,0.0,0.005161136057840299,1.0,0.8327443759716386,False,0,331.32666015625,0.07905243778179138,1.189091165051421,1
2022-03-24,337.97332763671875,341.4966735839844,329.6000061035156,336.57666015625,68920800,0.014823128420135223,0.014714339594958641,288.9564971923828,299.3839971923828,1.1696339446269701,0.038191151796886744,-10.427500000000009,0.014823128420135223,0.1632859239452633,0,0,0,0.0,0.014823128420135223,1.0,0.8450882527978116,False,0,333.03668212890625,0.005161136057840299,1.1632859239452633,0
2022-03-25,336.8800048828125,340.6000061035156,332.44000244140625,336.0,62031600,-0.003234937980317265,-0.003240181703986614,292.3026641845703,298.7467974853516,1.1525040519989735,0.038354318243565014,-6.444133300781289,-0.003234937980317265,0.11624828235604379,0,0,0,-0.0,-0.003234937980317265,1.0,0.8423544447121161,False,0,337.97332763671875,0.014823128420135223,1.1162482823560438,1
2022-03-28,363.9466552734375,365.9599914550781,351.20001220703125,355.0333251953125,102506100,0.0803450783611821,0.07728050710253655,295.99282989501955,299.1486639404297,1.229579295561042,0.03885224153335922,-3.1558340454101312,0.0803450783611821,0.1852880339002323,0,0,0,0.0,0.0803450783611821,1.0,0.9100334785804011,False,0,336.8800048828125,-0.003234937980317265,1.1852880339002323,1
2022-03-29,366.5233459472656,371.5899963378906,357.7033386230469,369.3299865722656,73614900,0.007079858095940583,0.007054913567225325,299.91283111572267,299.48173095703123,1.222099583348073,0.03861569356399132,0.4311001586914358,0.007079858095940583,0.10622956140751616,1,0,0,0.0,0.007079858095940583,1.0,0.9164763864713055,False,0,363.9466552734375,0.0803450783611821,1.1062295614075162,0
2022-03-30,364.663330078125,371.3166809082031,361.3333435058594,363.72332763671875,59865000,-0.00507475414515135,-0.005087674440050588,303.4811645507813,299.9049310302734,1.2016011953094576,0.03879705494631309,3.5762335205078557,-0.00507475414515135,0.0949644578100175,1,0,1,-0.0,-0.00507475414515135,1.0,0.9118254941301269,False,0,366.5233459472656,0.007079858095940583,1.0949644578100175,0
2022-03-31,359.20001220703125,367.71331787109375,358.8800048828125,364.8566589355469,48992700,-0.014981813142339484,-0.01509517416561853,307.45299835205077,300.4512646484375,1.1683086980200053,0.03693481095030878,7.001733703613297,-0.014981813142339484,0.0628057980750738,1,0,1,-0.014981813142339484,-0.014981813142339484,0.9850181868576605,0.898164694958648,False,0,364.663330078125,-0.00507475414515135,1.0628057980750738,1
