date,AAPL_Close,MSFT_Close,AAPL_High,MSFT_High,AAPL_Low,MSFT_Low,AAPL_Open,MSFT_Open,AAPL_Volume,MSFT_Volume,AAPL_simple_return,MSFT_simple_return,AAPL_log_return,MSFT_log_return,AAPL_logret_sma20,MSFT_logret_sma20,AAPL_logret_std20,MSFT_logret_std20
2024-09-03,221.73805236816406,407.0570983886719,227.93918848340573,417.43634095322227,220.1454580764442,404.66112073149435,227.49127608514226,415.47780496274754,50190600,20313600,-0.027205113647736257,-0.018459019057063486,-0.027582024412068584,-0.01863151275679442,,,,
2024-09-04,219.82691955566406,406.5202331542969,220.75260404502964,408.8466109265116,216.47252073588626,402.01659855552833,220.6331648046219,403.5476443909062,43840200,15135800,-0.008618876156298305,-0.001318894171112972,-0.008656233476358466,-0.0013197646775182648,,,,
2024-09-05,221.34983825683594,406.01324462890625,224.43546851590304,410.6958246241515,220.49382156548631,403.7663877888233,220.60331260233696,405.2477064984513,36615400,14195500,0.006927808042118455,-0.0012471421691775397,0.006903921039572936,-0.0012479204981641345,,,,
2024-09-06,219.7970733642578,399.3621520996094,224.19659618640478,408.2600456523483,218.75193438162455,398.4673657515399,222.9125635200513,406.6793029587105,48423000,19609500,-0.0070149809225359405,-0.01638146690356357,-0.007039701579000912,-0.016517126710619223,,,,
2024-09-09,219.8866424560547,403.3587646484375,220.24497537072617,406.2717051556254,215.7061019102892,399.80953429314275,219.79706302441255,404.8699075277366,67180000,15295100,0.0004075081184016227,0.01000748951250463,0.0004074251095191883,0.009957746184590555,,,,
2024-09-10,219.09034729003906,411.7893981933594,220.45399594379384,413.9069762623546,215.72600018375593,405.327227721672,217.905857501112,405.8243177579556,51591000,19594300,-0.0036213894446761596,0.02090107934624874,-0.0036279625494115564,0.020685648442002602,,,,
2024-09-11,221.62852478027344,420.57794189453125,222.05652550259597,421.52239474938517,216.88061769002928,407.19625641616165,220.4340868524661,413.08181573237965,44587100,19266900,0.011585072193410095,0.021342326295261005,0.01151847907510728,0.021117768290851657,,,,
2024-09-12,221.73805236816406,424.514892578125,222.5144379086487,424.8827343519594,218.80172088165384,417.30708702498356,221.4692988539641,420.84636566939764,37455600,17395700,0.0004941944544332166,0.009360811139688785,0.0004940723805715308,0.009317270254851628,,,,
2024-09-13,221.4692840576172,428.083984375,223.00214343080088,429.3167579290349,220.8820208371711,422.98383586069434,222.54428285449177,423.35167762504557,36766600,15874600,-0.0012120982739607378,0.008407459571558196,-0.0012128334592116374,0.008372313737386783,,,,
2024-09-16,215.3179168701172,428.8296203613281,216.21374159471785,431.0068771042965,212.92902562434276,425.72778345078893,215.5368837592455,428.09393683099876,59357400,13834700,-0.02777526108721995,0.0017417983702818773,-0.028168288374044614,0.0017402831986617073,,,,
2024-09-17,215.7857208251953,432.6174621582031,215.8952118613641,439.27848092894993,213.50633585708556,429.75421863095636,214.75054527350213,437.6679140298658,45519300,18874200,0.0021726197330820263,0.0088329761215733,0.0021702630077244933,0.008794193597414512,-0.0020559543970481097,0.0015899934837168672,0.010903336649308704,0.011538323315896557
2024-09-18,219.66766357421875,428.302734375,221.67831024616868,433.4923558065776,216.5322467283196,427.9050683956392,216.54221012404864,432.46835149823806,59894900,18898000,0.01798980365419145,-0.009973540507769107,0.01782990202138368,-0.010023609450826143,-0.0013014991572536162,0.0007024360601021407,0.011742470503227227,0.011722619471481663
2024-09-19,227.8097686767578,436.1368713378906,228.75538000957175,438.9305149970845,223.58941994126667,434.3572804602649,223.94775287051627,438.6620972919553,66781300,21706600,0.03706556062944655,0.018291120588624254,0.036395148685302914,0.018125850319130166,0.0005425437539245071,0.0016864689352118934,0.014458995592913604,0.012333288590313107
2024-09-20,227.1428680419922,432.73675537109375,232.01021467188832,436.6836515284863,226.56555305015522,431.6928784161533,228.90467282845125,434.6754186759471,318679900,55167100,-0.002927445291917685,-0.0077959837616267125,-0.0029317386409637436,-0.007826531312079332,0.0008106556857889302,0.0023181821524899337,0.014335706932083539,0.011429658452714594
2024-09-23,225.42088317871094,430.9870300292969,228.38707413181643,433.9198431554934,224.7639369712135,427.88519293448667,226.2868480598011,431.75253779309,54146000,15128900,-0.007581065072062465,-0.0040433943271039885,-0.0076099474110638,-0.004051590948187744,-8.162189928300201e-05,0.0019666206420085874,0.01427344071334179,0.011516051334647726
2024-09-24,226.3167266845703,426.6722717285156,228.2875654709032,430.82793711748263,224.68432442569429,423.62013164821116,227.59079599939528,430.47996802683457,43556100,17015800,0.003974092786909855,-0.010011341409712382,0.003966216939507383,-0.010061791888527516,4.180579973538379e-05,0.0018609891704957971,0.014298467449734925,0.011621002135109259
2024-09-25,225.3213348388672,429.59515380859375,226.23707111110926,430.599285430914,222.9822303399746,426.0757780554542,223.88800321688734,427.3284243659067,42308700,13396400,-0.004398224825381325,0.006850414882216382,-0.004407925470383489,0.0068270574018001184,-0.00036531923751899066,0.0021600374698068857,0.014303709130434224,0.011670361335628866
2024-09-26,226.46603393554688,428.7998046875,227.4414899021518,432.766573468399,224.36580775387156,426.6324994108163,226.24705185494724,432.5578041483432,36636700,14492000,0.005080296091350078,-0.0018513922097177504,0.0050674349277839426,-0.0018531081545267725,0.00022686972809151661,0.002460380248889127,0.014269447711511774,0.011474571745968156
2024-09-27,226.73475646972656,425.5289611816406,228.45675318264773,429.33668800604624,226.24703611440785,424.98217425530135,227.40166606122023,429.0085915782672,34026000,14896100,0.0011865908962584992,-0.00762790344142783,0.0011858874536914144,-0.007657144691412654,-0.0004370854731128304,0.0017715920256828888,0.013875583431441126,0.011655455349070754
2024-09-30,231.920654296875,427.7956848144531,231.920654296875,427.9150119120048,228.58616671135624,422.8943842039572,228.9743594736852,425.7178520466358,54541900,16807300,0.02287209031333859,0.005326837511877125,0.02261444524529388,0.005312700095860379,0.0008658270256475919,0.001553036521694695,0.014772815688352587,0.011539689106081726
2024-10-01,225.16209411621094,418.2416076660156,228.5861456381701,425.9862787507864,222.70353511874544,416.3725443176016,228.45675818805825,425.95645456288486,63285000,19092900,-0.02914169158910973,-0.022333271436764,-0.029574744705407774,-0.02258643536229421,0.0007661910109806325,0.0013552903914197056,0.014980048473432695,0.011931030024040947
2024-10-02,225.7294464111328,414.7023620605469,226.31670960653594,420.3592494217051,221.98686997976517,414.2847930567838,224.84356992020335,420.12062555956777,32880600,16582300,0.0025197504808649462,-0.008462203522072831,0.0025165812323155734,-0.008498211246658727,0.0013248317464143345,0.0009963680629626825,0.014817619999146625,0.012122183105037829
2024-10-03,224.6245880126953,414.11578369140625,225.75930638603796,417.1082451347957,222.28548343692833,411.8788784861643,224.09704443839323,415.19943635003835,34044200,13686400,-0.004894613511899348,-0.001414456301203737,-0.004906631363811975,-0.0014154575888136733,0.0007343041262450889,0.0009879912084302055,0.014818917184841298,0.012123873381851873
2024-10-04,225.74935913085938,413.6385498046875,226.9437971307691,417.30707662196244,223.09172964492672,412.55489718933603,226.8442543024003,415.80585503539044,37245100,19169700,0.005007337478568852,-0.0011524165596025204,0.004994842458087234,-0.001153081102168052,0.0013360313280994963,0.0017561934888527641,0.014730707871931268,0.011422807637655668
2024-10-07,220.66302490234375,407.15655517578125,224.6444949275546,414.68247600169315,220.30469199255066,406.61968938897553,223.46000516495792,413.5789505765619,39505400,20919800,-0.02253089110905182,-0.01567067342240447,-0.0227885897795721,-0.015794756441941615,0.00017623058364493182,0.00046856835752615564,0.015689610394844365,0.011891485143595325
2024-10-08,224.72413635253906,412.2964172363281,224.93315503301397,413.24090045920747,222.2158058701156,405.79450128292336,223.26094483680066,408.50859351504334,31855700,19229300,0.018404132056073275,0.01262379788611745,0.018236825652743427,0.012544782041401525,0.001269469993752681,6.152503749610184e-05,0.01616514016283554,0.011287002035400303
2024-10-09,228.47665405273438,415.0303955078125,228.68568791487783,417.93341460570645,223.78848153487698,411.88878290651843,224.18662246797504,413.4397013585542,33591100,14974300,0.0166983296102583,0.006631098785215173,0.016560445345191965,0.006609209761899493,0.0015215683072569153,-0.0006639028889515064,0.01637138717405503,0.010284156864276296
2024-10-10,227.97897338867188,413.4198303222656,228.43684913724616,414.9210519137125,226.11764095959848,410.74548354781774,226.72481576308653,412.81339505205864,28183500,13848400,-0.0021782560941548956,-0.0038805957418522885,-0.002180631944727729,-0.00388814478970545,0.0013878330909919522,-0.0013241736411793604,0.016391135085961475,0.010030392065997361
2024-10-11,226.4958953857422,413.89703369140625,228.34727968813561,414.70231708134946,226.28686151162026,410.84489374484957,228.23778864704394,413.7180885691892,31759200,14144900,-0.00650532801725201,0.0011542827270007994,-0.0065265798805915765,0.0011536170548938074,0.0011221457699229554,-0.001685108475304009,0.016478342325045595,0.009790109496500714
2024-10-14,230.228515625,416.7006530761719,230.65651637799863,421.5721293976272,227.54102629778745,415.09005586184196,227.64055393917852,415.3386008817118,39882100,16653100,0.01647985820184883,0.006773712195424775,0.016345539036871415,0.006750873683302849,0.0033478371404687566,-0.001434578951071952,0.015276276203946573,0.009945260233492919
2024-10-15,232.76670837402344,416.3029479980469,236.3898456598821,420.02120204810905,231.29355345996072,412.84322081195853,232.52781469355565,419.7229298265709,64751400,18900200,0.011024667131840804,-0.0009544143384202508,0.010964338486329162,-0.0009548700817862965,0.0037875409143989904,-0.0019220321350319925,0.015366890762222042,0.009652122596516656
2024-10-16,230.70626831054688,413.6982116699219,231.04468960128423,413.93680518127485,228.77525301100687,408.09105177334885,230.52710945831018,412.7537587941709,34082200,15508900,-0.008851953433846371,-0.006256828928670521,-0.008891364723959683,-0.006276484915114011,0.002451477577131822,-0.0017346759082463858,0.015242859830040346,0.009522078495573572
2024-10-17,231.07456970214844,414.2947082519531,232.76670668063704,420.0410676802283,229.4521309302649,413.17127995027164,232.348638945834,419.9018679111856,32993800,14820000,0.001596408256691939,0.0014418640574331842,0.001595135351569077,0.00144082556957148,0.0007114769104451302,-0.00256892714572432,0.01298290213171698,0.008349136115740455
2024-10-18,233.91136169433594,415.7263488769531,235.0858880500012,417.2076674979936,232.92594240501305,413.8374127793913,235.0858880500012,414.7122961104646,46431500,17145300,0.012276521799192697,0.0034556092474378186,0.01220177642581266,0.0034496523490004094,0.0014681526637839505,-0.002005117962670333,0.013198608393467483,0.008356140778116724
2024-10-21,235.38450622558594,416.3427429199219,235.75280253487685,416.5216880571269,233.36391138062547,411.3420182082338,233.36391138062547,413.6982202013397,36254500,14206100,0.00629787506078916,0.0014826917866377354,0.006278126319016586,0.0014815936844678745,0.0021625563502879696,-0.001728458731037552,0.01306047073979658,0.008376392217954866
2024-10-22,234.76739501953125,425.0219421386719,235.12572795126604,428.07405197206367,231.52250221800776,415.6070554250592,232.80651969699693,416.0544182638452,38846600,25482200,-0.002621715489902532,0.020846284380701574,-0.0026251582044860555,0.0206319738625389,0.0018329875930882978,-0.00019377044348423134,0.013095677733670711,0.009504996266923516
2024-10-23,229.6909942626953,422.1288757324219,234.05070868615385,428.5711433507003,226.70489182210235,420.0709156477079,232.99562158724072,428.35242251551375,52287000,19654400,-0.02162310808284773,-0.006806863644950534,-0.021860313124850705,-0.006830136009288168,0.0009603682103649369,-0.0008766301140386457,0.014078039901846764,0.009464552994551617
2024-10-24,229.50189208984375,422.2580871582031,229.75073396519565,423.50081217243513,227.35189464165862,419.9416307412936,228.91461372105516,422.8545708930616,31109500,13581600,-0.000823289452242415,0.0003060947336450681,-0.0008236285411289401,0.00030604789620980455,0.0006658150369192928,-0.0007686723115018168,0.014049184951129962,0.009465142767340546
2024-10-25,230.3380126953125,425.6581726074219,232.13962556438537,430.00273447219473,228.5065400142299,424.08738151392146,228.6757506783198,424.2762781463,38802300,16899100,0.0036431970031054473,0.008052149982730628,0.003636576635567046,0.008019904404889644,0.0007883494960130744,1.5180143313298088e-05,0.014064638400340054,0.009513672045699483
2024-10-28,232.3187713623047,424.1072998046875,233.64261197661628,429.4261695906152,231.47271808946843,423.81897907057987,232.23915532682838,429.1478003666399,36087100,14882400,0.00859935641457632,-0.0036434700483589655,0.008562592562501692,-0.0036501236517416658,8.575686187346498e-05,-0.0004329610440668041,0.013243975163950088,0.009461955077420179
2024-10-29,232.5875244140625,429.43609619140625,233.2444706163013,430.64899709836675,231.24378738741356,423.32186444879665,232.0201728307493,425.5090727531412,35417200,17644100,0.0011568288269685478,0.012564736304168322,0.0011561602160963247,0.01248645504520507,0.00162230210794867,0.0013206834763081598,0.011255023834940557,0.00832141432025573
2024-10-30,229.03407287597656,430.0126953125,232.38845656475567,435.9479514176919,228.48661770128336,429.5852051730896,231.5324398883544,434.8941229931156,47070900,29749100,-0.015277911173601555,0.0013426889965877375,-0.015395820943417071,0.0013417883957780319,0.0007266819991620377,0.0018126834584299978,0.011875693305922704,0.007994805095173882
2024-10-31,224.8634796142578,403.985107421875,228.76531846185907,413.73801220344217,224.32597264925337,403.9353802107126,228.27758291037028,412.94264988457604,64370100,53971000,-0.018209488262373785,-0.060527487151769255,-0.018377321554784665,-0.06243671776978399,5.314748961340321e-05,-0.001238379550618518,0.012573500739468947,0.016456971352024886
2024-11-01,221.8773651123047,407.9816589355469,224.30606415529357,413.0818074048316,219.2495956140762,405.12836706972047,219.94634980146594,406.62958864176215,65276700,24230400,-0.013279677549576596,0.009892818918936896,-0.013368640948811183,0.009844205339814671,-0.0008650266807315177,-0.0006885152285193818,0.0128608518086677,0.016642645937343884
2024-11-04,220.98153686523438,406.082763671875,221.75792231303782,408.03137836159885,218.69220372782075,403.20959918238225,219.96627293386246,407.41496126180874,44944500,19672300,-0.00403749272313958,-0.004654364288400159,-0.004045665402389709,-0.004665229568955986,7.211953812760185e-05,-0.0001320388848701004,0.011820004583363929,0.016293360008631384
2024-11-05,222.4148712158203,409.0653381347656,222.91255498009295,412.4853201284023,220.11557465497725,405.7050045203228,220.7725208689619,405.99332524640585,28111300,17626000,0.006486217676457073,0.007344745282763743,0.006465272686972057,0.007317903989309649,-0.0005164581101609666,-0.00039338278747469424,0.011141494383035598,0.016120323678299478
2024-11-06,221.68824768066406,417.7345886230469,225.02273483375984,418.0030366685823,220.16533664224426,408.13080518207255,221.57875664968802,410.0197716507701,54561100,26681800,-0.0032669737018221623,0.021192825888917577,-0.003272321911890863,0.020971381183191085,-0.001508096473015108,0.00032472578358988535,0.010399474342671116,0.01675604386338615
2024-11-07,226.42620849609375,422.9540100097656,226.82436463330757,424.3657590257446,223.52970043689453,417.43632288625736,223.5894200604507,418.8281688837221,42137700,19901800,0.021372178566067213,0.012494587541633129,0.021146996331027346,0.01241717434637657,-0.00034171505922735433,0.0011399917403939863,0.011563154458119153,0.016935980035124414
2024-11-08,226.15716552734375,420.08087158203125,227.8511489598711,424.01781631688647,225.60910803907555,419.3252849907069,226.366414165256,422.84469107033385,38328800,16891400,-0.0011882147854568315,-0.006793027988239331,-0.0011889212723392717,-0.006816205626730465,-7.483212881473911e-05,0.0007415006063127727,0.011474147038502113,0.017029148327545145
2024-11-11,223.4368133544922,415.57720947265625,224.90161465065876,422.3376216288976,220.7164746065314,413.5788978774876,224.20409384410638,420.0609408352946,42005600,24503300,-0.012028591561573432,-0.01072094069033458,-0.012101520480508832,-0.010778824056139058,-0.0014971851046837515,-0.00013498428065932265,0.011088201027960399,0.017154233423908993
2024-11-12,223.4368133544922,420.5679931640625,224.79200315214243,421.969790701444,222.5698957238352,414.77193671429194,223.75568869738083,415.81581365023004,40398300,19401200,0.0,0.012009281494861801,0.0,0.011937742260826667,-0.0020454020290002093,0.0005096463364713255,0.010704049887281852,0.01736277673591734
2024-11-13,224.3236541748047,422.7253723144531,225.84824072641777,426.8313104637277,221.97200184604,415.7760330857976,223.2175800878685,419.1860937392156,48566200,21502200,0.003969089994608321,0.005129679826940681,0.003961233937652686,0.005116567840456554,-0.0014027720959195911,0.0010792989742498538,0.010657120183723579,0.017315244833855017
2024-11-14,227.4127197265625,424.4055480957031,228.06041440281584,425.6780973820496,224.204108600429,417.5556327945319,224.2240421118748,422.526533184943,44923900,30246900,0.013770574320934648,0.003974627243335194,0.01367662150263449,0.003966749280218451,-0.0007986977883663205,0.0012055951597822023,0.01116623799545503,0.017327228379104477
2024-11-15,224.2041015625,412.5847473144531,226.11730807125568,420.3393400677491,223.47668806811174,411.23267692258383,225.59914322363005,417.3767027455775,47923700,28247600,-0.014109229105216725,-0.027852606626585397,-0.014209710541636333,-0.02824784674471026,-0.00211927213673877,-0.0003792797949033311,0.011109448680088731,0.018519771650354584
2024-11-18,227.2134246826172,413.34033203125,228.9273417095955,415.9649517435253,224.37349996104592,409.7016291897124,224.4532188000698,412.4554971706168,44633700,24727000,0.013422248295838157,0.0018313442794843926,0.013332967929438055,0.0018296694130759406,-0.0017665300562176966,-0.0003618760084729278,0.011495408768322318,0.018521775870162058
2024-11-19,227.47247314453125,415.3585205078125,229.3458276324582,415.5076414577029,225.8582086546099,409.15481593264525,226.17706876893948,410.7057344914447,36211800,18133500,0.0011401107231050478,0.004882631381855962,0.001139461290444288,0.0048707499965043866,-0.0015782990814711794,-0.0011499372017746534,0.011511419862303342,0.017906607542467978
2024-11-20,228.18995666503906,413.0718688964844,229.1166596710885,414.86141123218795,225.09095708205055,408.19044109637775,227.25327930098,414.4438422518667,35169600,19191700,0.0031541553603804395,-0.005505247872446439,0.003149191447590738,-0.00552045759740416,-0.0003278238528491073,-0.001084453281180453,0.010506785438535433,0.017887126077710133
2024-11-21,227.71165466308594,411.2887268066406,229.3458528412815,418.1722655525636,224.91159698015457,408.7186214344056,228.07038183414417,417.8933391524707,42108300,20780200,-0.0020960694718709094,-0.00431678413397496,-0.0020982693000188846,-0.004326128347602598,-0.00039155589079360454,-0.0013160620933710732,0.010513814681837107,0.01789815988476603
2024-11-22,229.05685424804688,415.4029235839844,229.9038535446,415.80138553605957,227.2532593649619,409.4856708735379,227.2532593649619,409.7944811664486,38168300,24814600,0.005907469193666248,0.010003183917262959,0.0058900885144890225,0.009953483241528893,-0.0002788802968475057,-0.0012193831515391108,0.010571174742047926,0.017956370901650472
2024-11-25,232.04624938964844,417.1860656738281,232.42491005721112,419.46727321033643,228.92733167542056,413.2611532266888,230.64124862727573,416.7776323033626,90152800,27691100,0.01305088708833968,0.004292560279690161,0.012966458050604146,0.0042833735232346015,-5.8687022442383e-05,-0.0008227082927902973,0.010808239101832717,0.017987449829440776
2024-11-26,234.228515625,426.350830078125,234.73672132395913,427.396826920373,232.50463944229026,417.24585120009374,232.50463944229026,417.98300734363517,45986200,23458900,0.009404445196126154,0.021968050130088068,0.009360498714729992,0.021730229189210526,0.00035152990248930036,-0.0003605195855900245,0.011010574498118392,0.01845998156504562
2024-11-27,234.0989532470703,421.3699951171875,234.85627456038557,425.5937771564677,232.98291999142185,420.4037088714897,233.6405889619916,423.48187093647766,33498400,18332400,-0.0005531451949134514,-0.011682479801962131,-0.0005532982361549088,-0.011751256146043332,0.0010936560378524084,-0.0010151718126810926,0.010375190286331902,0.018627833029907538
2024-11-29,236.49049377441406,421.8381652832031,236.96879161176938,423.2527401453399,233.14237850329877,416.1998390930093,233.97940351987407,418.48107704362025,28481400,16271900,0.01021593857713543,0.0011110666906537503,0.010164108572503494,0.0011104499128702372,0.0025207275442168165,0.0021621865714516186,0.009480368567005801,0.011749416420776499
2024-12-02,238.7424774169922,429.32940673828125,239.93822952974793,431.3416594246016,236.32108052902282,419.69642835819553,236.4306920263062,419.9554423160969,48137100,20207200,0.009522512328661525,0.017758567317039287,0.009477458996260957,0.017602726264846602,0.0036630325414704233,0.002550112617703215,0.008818333899244647,0.012138052518002722
2024-12-03,241.79165649414062,429.5485534667969,241.90126799408412,430.8136785324232,238.05492154808562,426.10178307894205,238.96170621081686,428.19374634076934,38861000,18302000,0.012771833107112718,0.0005104395950432661,0.012690961107845844,0.0005103093650680179,0.004499863866982201,0.0028088895644044153,0.008842394827062366,0.01203082528547321
2024-12-04,242.150390625,435.7447204589844,243.2465056559754,437.98610309109085,240.3966217802532,430.973057365549,242.01088645785893,431.3715193088951,44383900,26009400,0.0014836497506194313,0.014424834962612598,0.00148255022972954,0.014321786816958948,0.004250727744120076,0.0031590837057868804,0.00885429111809959,0.012268567576647911
2024-12-05,242.18028259277344,440.9247741699219,243.67497660990782,442.95696954495514,241.27351311137042,434.4994957116604,243.1269343008096,436.24279326556575,40033900,21697800,0.00012344381397144666,0.011887817494337538,0.00012343619541077544,0.011817712442383943,0.004420515649485157,0.0027014002687465234,0.008734181652450825,0.01172792817184827
2024-12-06,241.98098754882812,441.87115478515625,243.7646642163996,444.3914637865622,241.22368140458013,440.0780304611881,242.05074723300527,440.605999369761,36870600,18821000,-0.0008229201890908033,0.0021463539149415567,-0.0008232589737842133,0.002144053788046385,0.003322002884244579,0.002187744240830014,0.00785734675997691,0.011502812479307914
2024-12-09,245.8771514892578,444.3117370605469,246.36542364679892,446.61288735234007,240.89483838917155,438.8128895478079,240.97455722335047,440.90485264962797,44649200,19144400,0.016101115959135104,0.005523289422631139,0.01597286778597251,0.005508091993792874,0.0041800923371601685,0.002803959121856181,0.00826530370013899,0.011323795123868045
2024-12-10,246.89353942871094,441.632080078125,247.33198539974384,447.89799856218906,244.4721274358929,439.9087252497819,246.01664748664516,442.68804835999237,36914800,18469500,0.004133722606175283,-0.0060310290251385235,0.00412520224734525,-0.006049289135879654,0.004991428473552872,0.0030404358678691513,0.007326004261347086,0.011071794332218554
2024-12-11,245.6180877685547,447.2704162597656,249.91283942191654,448.6252234428676,245.38889040813984,442.34933339299914,247.08288910248365,442.34933339299914,45205800,19200200,-0.005165998523523618,0.012767043962574443,-0.0051793884286235325,0.012686232346928783,0.0047324590521216955,0.003077860372174257,0.0075982210013941405,0.01110466777568599
2024-12-12,247.08287048339844,447.83819580078125,247.8601100871407,454.4129240722559,244.81092178998352,447.389907127457,246.0166482138882,447.389907127457,32777500,20834800,0.005963659794566922,0.0012694323621122994,0.005945947560434206,0.0012686273140820603,0.004831694733260772,0.002885463345855532,0.007600578569074817,0.011100820134617261
2024-12-13,247.25228881835938,445.5569763183594,248.4081739675946,449.7010474581427,245.36897496771653,443.8734464678006,246.94338782137353,446.722508676707,33155300,20177800,0.0006856741409451139,-0.0050938475186173005,0.0006854391738331245,-0.005106865386059312,0.004182135616820704,0.002431782612541644,0.0073560832749157215,0.011238860123632346
2024-12-16,250.15196228027344,449.8604431152344,250.49077111704125,450.4481798147897,246.7739547032778,443.57461233779367,247.11276354004562,445.5569810702514,51694800,23598800,0.011727589968011376,0.00965862285994179,0.011659354756361928,0.009612276550876153,0.005475588881720617,0.004324788777320965,0.0061229320280279855,0.00870141534039494
2024-12-17,252.58334350585938,452.7194519042969,252.93211150871377,453.5462901057899,248.89643481128522,447.84819595840975,249.1953766416157,449.2826833242326,51356400,22733500,0.009719616841789014,0.006355323818347358,0.009672685225850408,0.00633521390629177,0.005292574746541235,0.004550066001981756,0.005927291759870992,0.008691735765092266
2024-12-18,247.1725616455078,435.71484375,253.38051965426092,450.9163784238889,246.86366065893745,435.34623528561843,251.26802371656945,449.59148560028365,56774100,24444500,-0.021421768297346322,-0.037561028320673095,-0.0216545447004437,-0.03828462087789841,0.0041528744469968345,0.0023922974582616164,0.008430656852043602,0.012930924584725216
2024-12-19,248.90638732910156,435.356201171875,251.10857637552834,441.4826409757379,246.21594133746913,434.64892893973837,246.62449465453676,439.92861811038824,60882300,22963700,0.007014636544004471,-0.000823113059537528,0.006990148431198051,-0.0008234520030976356,0.0043449222961772,0.0026271477379769424,0.00845031491394479,0.012821843328868186
2024-12-20,253.5897674560547,434.9278564453125,254.0979578981185,442.04049490082355,244.82089371115717,426.988379811487,247.16257165125242,431.45120224609855,147495300,64263700,0.018815829425706143,-0.0009838948553150262,0.018641001326476392,-0.0009843791975789884,0.005381885827501964,0.0027942351954781232,0.008879621587305915,0.012748024356254828
2024-12-23,254.36700439453125,433.5830383300781,254.74564983170012,435.97384050264867,252.55343521958227,431.1722932989543,253.86877310974026,435.06732205874545,40858800,19152500,0.0030649380938103654,-0.003092048704871786,0.003060250746228732,-0.0030968389644936423,0.00524039393908895,0.0021417190851769964,0.00889363235109089,0.012696175867383341
2024-12-24,257.28668212890625,437.6473693847656,257.2966260773909,437.9163547514511,254.386956808638,432.52707119819956,254.58626151312842,432.9853009034494,23234700,7164500,0.01147820937438282,0.009373823916961843,0.011412834511142833,0.009330162268539333,0.005162712762115884,0.002394058522442233,0.008829148794241345,0.012790782617287558
2024-12-26,258.1037292480469,436.43206787109375,259.1799258751944,439.2512462781778,256.7186620602343,434.9577555797017,257.27667867815336,437.3983540840164,27237100,8194200,0.003175629272296643,-0.0027768966494196023,0.003170597611305226,-0.0027807593795126095,0.004853217706944646,0.001168509094006076,0.008782623011477147,0.011989754607744332
2024-12-27,254.6858673095703,428.881103515625,257.78488174803636,433.5531436249425,252.16481819720389,424.71711987555517,256.91793375888693,432.9355230391817,42355300,18117700,-0.013242202847801088,-0.017301580042690667,-0.013330662618665556,-0.017453001473693774,0.004214349487819113,0.0008834218276235539,0.009621289193892617,0.012374730028954171
